subject,protocol,split,fit_scope,geometry,check,statistic,value,threshold,comparator,required,passed,status
2,T2,B,calibration_runs_3_4_5,AIRM,isometry,evaluation_maximum_absolute_pair_distance_error,7.283063041541027e-14,1e-10,<=,True,True,PASS
2,T2,B,calibration_runs_3_4_5,AIRM,isometry,evaluation_maximum_relative_pair_distance_error,2.5285725628108002e-14,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,RAW,finite,fit_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,RAW,symmetry,fit_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,RAW,positive_definiteness,fit_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,RAW,positive_definiteness,fit_transformed_minimum_eigenvalue,6.153124283463735e-14,0.0,>,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,RAW,conditioning,fit_transformed_maximum_condition_number,7539.416953914899,1000000000000.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,RAW,evd_reconstruction,fit_transformed_maximum_relative_frobenius_error,2.4074712206117528e-15,5e-12,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,RAW,log_exp_roundtrip,fit_transformed_maximum_relative_frobenius_error,3.849928226058919e-14,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,finite,fit_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,symmetry,fit_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,positive_definiteness,fit_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,positive_definiteness,fit_transformed_minimum_eigenvalue,0.1369352668280847,0.0,>,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,conditioning,fit_transformed_maximum_condition_number,11.982994525286923,1000000000000.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,evd_reconstruction,fit_transformed_maximum_relative_frobenius_error,2.469533267344025e-15,5e-12,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,log_exp_roundtrip,fit_transformed_maximum_relative_frobenius_error,2.8484044982994067e-15,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,finite,fit_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,symmetry,fit_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,positive_definiteness,fit_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,positive_definiteness,fit_transformed_minimum_eigenvalue,0.10740116357743584,0.0,>,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,conditioning,fit_transformed_maximum_condition_number,16.064629064523537,1000000000000.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,evd_reconstruction,fit_transformed_maximum_relative_frobenius_error,2.318933032097765e-15,5e-12,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,log_exp_roundtrip,fit_transformed_maximum_relative_frobenius_error,3.5023738708072175e-15,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,EA,finite,fit_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,EA,symmetry,fit_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,EA,positive_definiteness,fit_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,EA,positive_definiteness,fit_transformed_minimum_eigenvalue,0.07928177216574946,0.0,>,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,EA,conditioning,fit_transformed_maximum_condition_number,16.874419700169028,1000000000000.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,EA,evd_reconstruction,fit_transformed_maximum_relative_frobenius_error,2.5932754110506636e-15,5e-12,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,EA,log_exp_roundtrip,fit_transformed_maximum_relative_frobenius_error,3.1745051223490677e-15,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,finite,fitted_mean_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,symmetry,fitted_mean_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,positive_definiteness,fitted_mean_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,positive_definiteness,fitted_mean_minimum_eigenvalue,1.700321812086963e-13,0.0,>,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,conditioning,fitted_mean_maximum_condition_number,4798.3207674022415,1000000000000.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,evd_reconstruction,fitted_mean_maximum_relative_frobenius_error,8.371830833722221e-16,5e-12,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,log_exp_roundtrip,fitted_mean_maximum_relative_frobenius_error,1.4376139547897437e-14,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,inverse_root_whitening,fitted_mean_relative_identity_error,7.287929310234638e-14,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,finite,fitted_mean_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,symmetry,fitted_mean_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,positive_definiteness,fitted_mean_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,positive_definiteness,fitted_mean_minimum_eigenvalue,1.7202627012649348e-13,0.0,>,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,conditioning,fitted_mean_maximum_condition_number,4300.101878752343,1000000000000.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,evd_reconstruction,fitted_mean_maximum_relative_frobenius_error,3.7279674395472075e-16,5e-12,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,log_exp_roundtrip,fitted_mean_maximum_relative_frobenius_error,9.976566648052956e-15,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,inverse_root_whitening,fitted_mean_relative_identity_error,6.268939439380336e-14,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,EA,finite,fitted_mean_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,EA,symmetry,fitted_mean_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,EA,positive_definiteness,fitted_mean_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,EA,positive_definiteness,fitted_mean_minimum_eigenvalue,1.8108406335264176e-13,0.0,>,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,EA,conditioning,fitted_mean_maximum_condition_number,4852.804734647327,1000000000000.0,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,EA,evd_reconstruction,fitted_mean_maximum_relative_frobenius_error,2.9597974386619657e-16,5e-12,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,EA,log_exp_roundtrip,fitted_mean_maximum_relative_frobenius_error,1.0450631992205698e-14,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,EA,inverse_root_whitening,fitted_mean_relative_identity_error,3.4211029465010113e-14,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,custom_official_mean,relative_frobenius_error,1.2022751661355855e-14,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,v1_equivalence,centered_coordinate_maximum_absolute_error,4.44436154545258e-15,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,v1_equivalence,centered_coordinate_relative_l2_error,4.8090850832643036e-15,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,v1_equivalence,reconstructed_matrix_maximum_relative_frobenius_error,3.386012899433037e-15,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,fitted_mean_identity,normalized_log_mean_frobenius_norm,1.3438663093577815e-14,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,isometry,fit_maximum_absolute_pair_distance_error,5.329070518200751e-15,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,LE,isometry,fit_maximum_relative_pair_distance_error,1.3304379544315413e-15,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,karcher_residual,normalized_post_fit_residual,5.0307421748534577e-11,1e-07,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,solver_warning,captured_warning_count,0.0,0.0,<=,False,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,fitted_mean_identity,normalized_airm_distance_to_identity,7.713514026372154e-14,1e-07,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,isometry,fit_maximum_absolute_pair_distance_error,1.0702549957386509e-13,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,isometry,fit_maximum_relative_pair_distance_error,2.7998026837340525e-14,1e-10,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,AIRM,tlcenter_crosscheck,maximum_normalized_airm_distance,3.249057723646875e-10,1e-07,<=,True,True,PASS
3,T1,ALL,all_subject_0train_whole_trials,EA,fitted_mean_identity,arithmetic_mean_relative_identity_error,1.7767595775328943e-13,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,RAW,finite,fit_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,RAW,symmetry,fit_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,RAW,positive_definiteness,fit_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,RAW,positive_definiteness,fit_transformed_minimum_eigenvalue,6.153124283463735e-14,0.0,>,True,True,PASS
3,T2,A,calibration_runs_0_1_2,RAW,conditioning,fit_transformed_maximum_condition_number,6752.332964142499,1000000000000.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,RAW,evd_reconstruction,fit_transformed_maximum_relative_frobenius_error,2.3928116482614504e-15,5e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,RAW,log_exp_roundtrip,fit_transformed_maximum_relative_frobenius_error,3.3354824066423395e-14,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,RAW,finite,evaluation_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,RAW,symmetry,evaluation_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,RAW,positive_definiteness,evaluation_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,RAW,positive_definiteness,evaluation_transformed_minimum_eigenvalue,9.954264935914082e-14,0.0,>,True,True,PASS
3,T2,A,calibration_runs_0_1_2,RAW,conditioning,evaluation_transformed_maximum_condition_number,7539.416953914899,1000000000000.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,RAW,evd_reconstruction,evaluation_transformed_maximum_relative_frobenius_error,2.4074712206117528e-15,5e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,RAW,log_exp_roundtrip,evaluation_transformed_maximum_relative_frobenius_error,3.849928226058919e-14,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,finite,fit_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,symmetry,fit_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,positive_definiteness,fit_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,positive_definiteness,fit_transformed_minimum_eigenvalue,0.14864669178655449,0.0,>,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,conditioning,fit_transformed_maximum_condition_number,10.252878405857151,1000000000000.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,evd_reconstruction,fit_transformed_maximum_relative_frobenius_error,2.262760856404283e-15,5e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,log_exp_roundtrip,fit_transformed_maximum_relative_frobenius_error,3.1911040810457122e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,finite,evaluation_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,symmetry,evaluation_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,positive_definiteness,evaluation_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,positive_definiteness,evaluation_transformed_minimum_eigenvalue,0.22030117518689388,0.0,>,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,conditioning,evaluation_transformed_maximum_condition_number,14.90783619200507,1000000000000.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,evd_reconstruction,evaluation_transformed_maximum_relative_frobenius_error,2.4587351499072752e-15,5e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,log_exp_roundtrip,evaluation_transformed_maximum_relative_frobenius_error,3.4259847977860836e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,finite,fit_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,symmetry,fit_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,positive_definiteness,fit_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,positive_definiteness,fit_transformed_minimum_eigenvalue,0.11497328068126551,0.0,>,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,conditioning,fit_transformed_maximum_condition_number,16.794307478235666,1000000000000.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,evd_reconstruction,fit_transformed_maximum_relative_frobenius_error,3.107592072716412e-15,5e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,log_exp_roundtrip,fit_transformed_maximum_relative_frobenius_error,4.650814949064592e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,finite,evaluation_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,symmetry,evaluation_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,positive_definiteness,evaluation_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,positive_definiteness,evaluation_transformed_minimum_eigenvalue,0.1929282013232468,0.0,>,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,conditioning,evaluation_transformed_maximum_condition_number,18.777322223305866,1000000000000.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,evd_reconstruction,evaluation_transformed_maximum_relative_frobenius_error,2.5661654678331195e-15,5e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,log_exp_roundtrip,evaluation_transformed_maximum_relative_frobenius_error,3.50733523110449e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,finite,fit_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,symmetry,fit_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,positive_definiteness,fit_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,positive_definiteness,fit_transformed_minimum_eigenvalue,0.08079598363312354,0.0,>,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,conditioning,fit_transformed_maximum_condition_number,17.72555079760513,1000000000000.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,evd_reconstruction,fit_transformed_maximum_relative_frobenius_error,2.1745574404754043e-15,5e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,log_exp_roundtrip,fit_transformed_maximum_relative_frobenius_error,3.0296263398788848e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,finite,evaluation_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,symmetry,evaluation_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,positive_definiteness,evaluation_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,positive_definiteness,evaluation_transformed_minimum_eigenvalue,0.1456390104258267,0.0,>,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,conditioning,evaluation_transformed_maximum_condition_number,22.271604574911887,1000000000000.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,evd_reconstruction,evaluation_transformed_maximum_relative_frobenius_error,2.5955876505853467e-15,5e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,log_exp_roundtrip,evaluation_transformed_maximum_relative_frobenius_error,3.542156701710148e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,finite,fitted_mean_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,symmetry,fitted_mean_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,positive_definiteness,fitted_mean_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,positive_definiteness,fitted_mean_minimum_eigenvalue,1.5626462678802456e-13,0.0,>,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,conditioning,fitted_mean_maximum_condition_number,4792.6746901250035,1000000000000.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,evd_reconstruction,fitted_mean_maximum_relative_frobenius_error,4.3833856318903283e-16,5e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,log_exp_roundtrip,fitted_mean_maximum_relative_frobenius_error,9.042901196469423e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,inverse_root_whitening,fitted_mean_relative_identity_error,4.5292425440077587e-14,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,finite,fitted_mean_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,symmetry,fitted_mean_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,positive_definiteness,fitted_mean_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,positive_definiteness,fitted_mean_minimum_eigenvalue,1.5811623141730387e-13,0.0,>,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,conditioning,fitted_mean_maximum_condition_number,4288.404510894152,1000000000000.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,evd_reconstruction,fitted_mean_maximum_relative_frobenius_error,1.1405434693266837e-15,5e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,log_exp_roundtrip,fitted_mean_maximum_relative_frobenius_error,8.239065393449093e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,inverse_root_whitening,fitted_mean_relative_identity_error,4.681398918328113e-14,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,finite,fitted_mean_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,symmetry,fitted_mean_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,positive_definiteness,fitted_mean_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,positive_definiteness,fitted_mean_minimum_eigenvalue,1.666777711333001e-13,0.0,>,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,conditioning,fitted_mean_maximum_condition_number,4873.373830479448,1000000000000.0,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,evd_reconstruction,fitted_mean_maximum_relative_frobenius_error,1.135989438615024e-15,5e-12,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,log_exp_roundtrip,fitted_mean_maximum_relative_frobenius_error,2.2001126323128275e-14,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,inverse_root_whitening,fitted_mean_relative_identity_error,4.903930855950623e-14,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,custom_official_mean,relative_frobenius_error,8.212977814772169e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,v1_equivalence,centered_coordinate_maximum_absolute_error,4.718447854656915e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,v1_equivalence,centered_coordinate_relative_l2_error,4.35020036068727e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,v1_equivalence,reconstructed_matrix_maximum_relative_frobenius_error,2.9363819853068734e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,fitted_mean_identity,normalized_log_mean_frobenius_norm,5.298427900933181e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,isometry,fit_maximum_absolute_pair_distance_error,4.440892098500626e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,isometry,fit_maximum_relative_pair_distance_error,1.7063182547219305e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,karcher_residual,normalized_post_fit_residual,5.385021016447624e-11,1e-07,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,solver_warning,captured_warning_count,0.0,0.0,<=,False,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,fitted_mean_identity,normalized_airm_distance_to_identity,7.058548329634526e-14,1e-07,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,isometry,fit_maximum_absolute_pair_distance_error,9.414691248821327e-14,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,isometry,fit_maximum_relative_pair_distance_error,2.487705976548937e-14,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,tlcenter_crosscheck,maximum_normalized_airm_distance,3.52232470020963e-10,1e-07,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,EA,fitted_mean_identity,arithmetic_mean_relative_identity_error,1.2318930588253893e-13,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,isometry,evaluation_maximum_absolute_pair_distance_error,5.329070518200751e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,LE,isometry,evaluation_maximum_relative_pair_distance_error,2.7553196813578706e-15,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,isometry,evaluation_maximum_absolute_pair_distance_error,5.728750807065808e-14,1e-10,<=,True,True,PASS
3,T2,A,calibration_runs_0_1_2,AIRM,isometry,evaluation_maximum_relative_pair_distance_error,1.5593550761320194e-14,1e-10,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,RAW,finite,fit_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,RAW,symmetry,fit_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,RAW,positive_definiteness,fit_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,RAW,positive_definiteness,fit_transformed_minimum_eigenvalue,9.954264935914082e-14,0.0,>,True,True,PASS
3,T2,B,calibration_runs_3_4_5,RAW,conditioning,fit_transformed_maximum_condition_number,7539.416953914899,1000000000000.0,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,RAW,evd_reconstruction,fit_transformed_maximum_relative_frobenius_error,2.4074712206117528e-15,5e-12,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,RAW,log_exp_roundtrip,fit_transformed_maximum_relative_frobenius_error,3.849928226058919e-14,1e-10,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,RAW,finite,evaluation_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,RAW,symmetry,evaluation_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,RAW,positive_definiteness,evaluation_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,RAW,positive_definiteness,evaluation_transformed_minimum_eigenvalue,6.153124283463735e-14,0.0,>,True,True,PASS
3,T2,B,calibration_runs_3_4_5,RAW,conditioning,evaluation_transformed_maximum_condition_number,6752.332964142499,1000000000000.0,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,RAW,evd_reconstruction,evaluation_transformed_maximum_relative_frobenius_error,2.3928116482614504e-15,5e-12,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,RAW,log_exp_roundtrip,evaluation_transformed_maximum_relative_frobenius_error,3.3354824066423395e-14,1e-10,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,LE,finite,fit_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,LE,symmetry,fit_transformed_maximum_relative_symmetry_error,0.0,1e-12,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,LE,positive_definiteness,fit_transformed_non_spd_count,0.0,0.0,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,LE,positive_definiteness,fit_transformed_minimum_eigenvalue,0.21060338069302795,0.0,>,True,True,PASS
3,T2,B,calibration_runs_3_4_5,LE,conditioning,fit_transformed_maximum_condition_number,9.743474861200413,1000000000000.0,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,LE,evd_reconstruction,fit_transformed_maximum_relative_frobenius_error,2.1942487868286217e-15,5e-12,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,LE,log_exp_roundtrip,fit_transformed_maximum_relative_frobenius_error,3.1270766211627535e-15,1e-10,<=,True,True,PASS
3,T2,B,calibration_runs_3_4_5,LE,finite,evaluation_transformed_nonfinite_count,0.0,0.0,<=,True,True,PASS
